CUSTOMERID,CUST_CONSTTYPE_ID,CUST_CATEGORYID,PROFESSION,AGE,SEX,MARITAL_STATUS,QUALIFICATION,NO_OF_DEPENDENT,OCCUPATION,POSITION,GROSS_INCOME,PRE_JOBYEARS,NETTAKEHOMEINCOME,BRANCH_PINCODE
12008807,1,4,,41,M,M,GRAD,0,,,223261.0763,,223261.0763,400070
12008984,1,5,,60,M,M,GRAD,1,,SM,23833.07083,0,23833.07083,632007
12008624,1,5,,56,M,M,UG,0,,,31527.2118,,31527.2118,641002
12008985,1,5,,24,M,S,POSTGRAD,0,,,16852.04536,,16852.04536,641002
12008626,1,4,,38,M,M,GRAD,0,,,62303.7757,,62303.7757,524001
12008808,1,5,,48,M,M,UG,0,,,53633.79246,0,53633.79246,506009
12008809,1,5,,55,M,M,UG,2,,,89643.87351,0,89643.87351,600053
12008627,1,5,,29,M,S,GRAD,1,,MGR,44121.58227,3,44121.58227,631501
12008625,1,5,,27,M,M,GRAD,0,,,22519.437,,22519.437,380015
12008628,1,4,,52,M,M,UG,0,,,208375.9837,,208375.9792,560095
12008810,1,4,,45,M,M,UG,0,,,102100.6202,,102100.6202,500034
12008630,1,4,,63,M,M,UG,0,,,60051.832,,60051.832,641002
12008631,1,4,,36,M,M,GRAD,0,,,740774.7483,,740774.7528,400070
12008632,1,4,,43,M,M,UG,0,,,64931.04335,,64931.04335,641002
12008633,1,5,,56,M,M,UG,0,,,73495.93589,0,73495.93589,500034
12008635,1,5,,56,M,M,POSTGRAD,0,,,197984.8849,0,197984.8849,411005
12008636,1,5,,44,F,M,POSTGRAD,0,,OTH,139207.6531,0,139207.6531,500034
12008637,1,5,,37,M,M,UG,3,,,27773.9723,0,27773.9723,600053
12008638,1,5,,31,M,M,GRAD,0,,,46990.55854,7,46990.55854,560095
12008813,1,4,,42,M,M,null,0,,,165142.538,,165142.538,624003
12008812,1,4,,48,F,M,MAT,0,,,1.5012958,,1.5012958,0
12008987,1,4,,33,M,M,UG,0,,,123106.2556,,123106.2556,395002
12008642,1,4,,41,M,M,UG,0,,,106701.5964,,106701.5964,570009
12008641,1,5,,56,M,M,POSTGRAD,3,,,68061.24509,9,68061.24509,603001
12008644,1,4,,37,M,M,UG,0,,,120103.664,,120103.664,637001
12008645,1,4,,26,M,S,UG,0,,,90077.748,,90077.748,570009
12008640,1,4,,40,F,M,UG,0,,,45038.874,,45038.874,641002
12008646,1,4,,32,M,M,UG,0,,,44693.57597,,44693.57597,628002
12008647,1,4,,41,M,M,UG,0,,,127411.972,,127411.972,411005
12008814,1,5,,27,M,M,GRAD,0,,,76345.39532,3,76345.39532,400070
12008648,1,4,,55,F,M,UG,2,,,1.5012958,,1.5012958,632007
12009603,1,6,,56,M,M,PRF,0,,,180126.8513,,180126.8468,400070
12008649,1,4,,32,M,M,UG,0,,,75064.79,,75064.79,622001
12008815,1,4,,42,M,M,UG,0,,,71963.11288,,71963.11288,500034
12008816,1,4,,33,M,M,UG,0,,,38583.30206,,38583.30206,627005
12008651,1,4,,58,M,M,UG,2,,,82333.25356,,82333.25056,380015
12008989,1,4,,34,M,S,UG,2,,OTH,45038.874,,45038.874,632007
12008652,1,5,,23,M,S,UG,0,,,28165.8105,,28165.8105,395002
12008988,1,4,,53,M,M,UG,2,,,242854.9832,,242854.9878,395002
12008990,1,4,,28,M,M,UG,0,,,71436.15805,,71436.15805,395002
12008653,1,4,,54,M,M,UG,0,,,72107.23727,,72107.23727,600053
12008655,1,5,,26,M,S,GRAD,0,,,47639.11833,0,47639.11833,500034
12008656,1,4,,39,M,M,GRAD,0,,,115251.9714,,115251.9759,500034
12008657,1,4,,29,M,M,PRF,0,,,632818.3238,,632818.3238,560095
12008817,1,4,,46,M,M,UG,4,,,72062.1984,,72062.1984,641601
12008658,1,4,,45,M,M,UG,2,,,55468.37592,,55468.37592,520003
12008818,1,5,,41,F,M,GRAD,0,,,99888.71605,,99888.71605,411005
12008660,1,4,,40,M,M,UG,3,,,63640.12413,,63640.11662,380015
12008991,1,4,,51,M,M,UG,0,,,78426.56662,,78426.56662,110001
12008820,1,4,,36,M,M,UG,0,,,100568.5478,,100568.5523,400070
12008661,1,5,,48,F,M,GRAD,0,,,78116.92436,16,78116.92436,380015
12008662,1,4,,58,M,M,UG,6,,,90077.748,,90077.748,641601
12008664,1,4,,29,M,M,UG,0,,,49764.95318,,49764.95318,627005
12008665,1,4,,39,M,M,UG,4,,,83204.81583,,83204.81583,641601
12008823,1,5,,52,M,M,GRAD,0,,,108982.0647,,108982.0647,506009
12008824,1,5,,45,M,M,POSTGRAD,3,,,27023.3244,,27023.3244,641601
12008667,1,5,,54,M,M,GRAD,0,,,56279.07565,0,56279.07565,411005
12008668,1,4,,47,F,M,UG,0,,,403753.9886,,403753.9886,411005
12008826,1,4,,35,M,S,UG,0,,,87075.1564,,87075.1564,395002
12008827,1,4,,32,M,M,UG,0,,,75815.4379,,75815.4379,641002
12008825,1,5,,36,M,M,PRF,0,,AST,33783.65939,5,33783.65939,600017
12008828,1,4,,29,M,M,GRAD,0,,,180155.496,,180155.496,560095
12008670,1,4,,41,M,M,GRAD,0,,,120185.6047,,120185.6092,400070
12008673,1,5,,45,M,M,UG,0,,,127610.143,,127610.143,518002
12008672,2,8,,,,,,0,,,0,,0,411005
12008800,1,5,,51,M,M,UG,2,,,36553.55014,0,36553.55014,622001
12008830,1,4,,33,M,M,UG,0,,,135116.622,,135116.622,600017
12008829,1,5,,43,F,M,MAT,0,,,1.5012958,,1.5012958,0
12008674,1,5,,43,M,M,UG,0,,,39967.49679,0,39967.49679,500034
12008675,1,5,,31,M,S,GRAD,0,,,78906.60595,0,78906.60595,500034
12008676,1,4,,36,M,M,PRF,0,,,180839.2161,,180839.2116,560095
12008992,1,5,,36,M,M,POSTGRAD,0,,JROF,52545.353,5,52545.353,518002
12008831,1,4,,30,M,M,UG,0,,,120103.664,,120103.664,600017
12008832,1,4,,32,M,M,UG,0,,,42611.27869,,42611.27869,395002
12008677,1,5,,27,M,M,POSTGRAD,1,,,66409.20418,0,66409.20418,380015
12008678,1,4,,39,M,M,UG,3,,,57349.49956,,57349.49956,631501
12008833,1,4,,18,M,S,UG,0,,,55187.63361,,55187.63361,637001
12008679,4,8,,,,,,0,,,0,,0,110001
12008680,1,4,,52,M,M,GRAD,0,,,73062.82706,,73062.82256,400070
12008834,1,5,,46,M,M,UG,0,,,28102.75608,,28102.75608,641002
12009304,1,4,,35,M,M,UG,2,,,79568.6774,,79568.6774,620017
12008835,1,5,,55,M,M,GRAD,0,,OTH,100375.1359,5,100375.1359,500034
12008681,1,5,,35,M,M,GRAD,0,,SM,167242.8508,13,167242.8508,411005
12008659,1,4,,52,F,M,UG,0,,,1.5012958,,1.5012958,600053
12008993,1,4,,35,M,M,UG,0,,,39720.78885,,39720.78434,400070
12008682,1,5,,45,F,M,GRAD,2,,OTH,48819.13682,0,48819.13682,631501
12009305,1,5,,27,M,S,GRAD,0,,,45038.874,,45038.874,635109
12008683,1,4,,49,M,M,GRAD,0,,,293066.707,,293066.7025,400070
12008994,1,4,,47,M,M,null,0,,,77291.21167,,77291.21167,506009
12008685,1,4,,54,M,M,GRAD,1,,,0,,0,411005
12008688,1,4,,34,M,M,UG,0,,,155116.0139,,155116.0094,560095
12008689,1,4,,43,F,M,UG,0,,,82571.269,,82571.269,600017
12008690,1,6,,31,M,S,GRAD,0,,,187787.078,,187787.0825,400070
12008837,1,4,,43,M,M,UG,0,,,49527.74844,,49527.74844,641601
12008691,1,5,,53,M,M,DOCTRATE,1,,,131087.1441,0,131087.1441,506009
12008692,1,4,,42,F,M,POSTGRAD,0,,,1163504.245,,1163504.245,600017
12008693,1,5,,28,F,S,GRAD,0,,,52865.12901,3,52865.12901,500034
12009604,1,4,,47,M,M,GRAD,0,,,346764.8,,346764.8,635109
12008995,1,5,,46,M,M,UG,3,,OTH,96183.51802,0,96183.51802,632007
12008687,1,4,,42,M,M,GRAD,3,,,74770.41592,,74770.41142,380015
12008839,1,4,,51,M,M,UG,3,,,50668.73325,,50668.73325,631501
12008694,1,4,,39,M,M,POSTGRAD,2,,,50418.01685,,50418.01685,639001
12008838,1,4,,39,F,M,UG,3,,,165142.538,,165142.538,613009
12008840,1,4,,44,M,M,GRAD,0,,,445445.7536,,445445.7581,400070
12008695,1,4,,54,M,M,ENG,0,,,179597.1341,,179597.1386,400070
12008696,1,4,,52,M,M,UG,3,,,73938.81815,,73938.81815,631501
12008699,1,4,,24,M,S,UG,0,,,67558.311,,67558.311,524001
12008698,1,5,,30,M,S,POSTGRAD,1,,,53994.10345,6,53994.10345,602001
12008700,1,5,,39,M,M,GRAD,2,,,34529.8034,0,34529.8034,602001
12008701,1,4,,52,M,M,GRAD,0,,,255220.286,,255220.286,560095
12008996,1,4,,26,M,S,GRAD,0,,,90058.72658,,90058.73109,400070
12009605,1,5,,31,F,M,UG,2,,OTH,27023.3244,0,27023.3244,632007
12008842,1,4,,43,M,M,GRAD,2,,,210181.412,,210181.412,613009
12008704,1,5,,52,M,M,GRAD,2,,,100517.759,0,100517.759,110001
12008686,1,4,,60,M,M,UG,3,,,90077.748,,90077.748,600017
12009306,1,4,,32,M,M,UG,0,,,50938.96649,,50938.96649,627005
12008705,1,4,,30,M,S,GRAD,0,,,63284.37708,,63284.37257,400070
12008706,1,4,,37,M,M,GRAD,4,,,120518.5171,,120518.5216,380015
12008845,1,5,,49,F,M,UG,0,,,72863.89036,20,72863.89036,641002
12008997,1,4,,51,M,M,UG,0,,,67558.311,,67558.311,600017
12008843,1,4,,47,M,M,GRAD,2,,,46526.65814,,46526.65814,600017
12008707,1,4,,47,M,M,GRAD,4,,,59445.74387,,59445.74688,391440
12008846,1,4,,32,M,M,UG,3,,,239554.2643,,239554.2643,520003
12008848,1,4,,48,M,M,UG,0,,,71550.25653,,71550.25653,500034
12008709,1,4,,31,F,M,POSTGRAD,0,,,87631.26639,,87631.26189,411005
12008710,1,4,,54,M,M,GRAD,0,,,179906.6562,,179906.6562,411005
12008998,1,5,,34,M,M,UG,0,,,45116.94138,,45116.94138,641002
12008708,1,4,,41,M,M,UG,0,,,67558.311,,67558.311,605005
12008711,1,4,,32,M,M,UG,0,,,82191.44116,,82191.44116,570009
12008999,1,4,,44,M,M,GRAD,0,,,79376.51154,,79376.51154,110001
12008836,1,4,,25,M,M,UG,0,,,60155.42141,,60155.42141,380015
12008712,1,4,,39,M,M,UG,0,,,203460.1107,,203460.1107,411005
12008713,1,4,,68,M,M,POSTGRAD,0,,,331103.2822,,331103.2822,411005
12009000,1,4,,28,M,M,UG,0,,,77529.9177,,77529.9177,500034
12008716,1,4,,42,M,M,UG,0,,,118227.0443,,118227.0443,628002
12009309,1,5,,38,M,M,UG,3,,,24104.80536,,24104.80536,620017
12008718,1,5,,36,M,M,GRAD,0,,,40464.4257,4,40464.4257,500034
12008715,1,5,,27,F,M,POSTGRAD,0,,,1.5012958,,1.5012958,605005
12008720,1,4,,39,M,S,UG,0,,,112597.185,,112597.185,605005
12009001,1,5,,39,M,M,null,0,,,103607.4257,0,103607.4257,506009
12009002,1,4,,38,M,M,UG,0,,,32597.5156,,32597.5111,400070
12008850,1,4,,40,M,M,UG,3,,,76004.60117,0,76004.60117,602001
12008722,1,4,,53,M,M,GRAD,0,,,117078.553,,117078.553,500034
12009004,1,5,,41,M,M,null,0,,,100149.9415,,100149.9415,506009
12009005,4,8,,,,,,0,,,0,,0,400070
12008723,1,4,,45,M,M,UG,0,,,57049.2404,,57049.2404,637001
12008724,1,5,,36,M,M,GRAD,0,,,84218.56582,,84218.56582,380015
12008851,1,4,,46,M,M,UG,0,,,64405.58982,,64405.58982,637001
12009006,1,4,,46,M,M,UG,0,,,334414.5102,,334414.5147,560095
12009007,1,4,,51,M,M,OTHERS,0,,,108243.4272,,108243.4272,625010
12008854,1,4,,52,M,M,GRAD,0,,,78806.27435,,78806.26985,110001
12009010,1,4,,54,M,M,GRAD,0,,,130594.2236,,130594.2191,500034
12008855,4,8,,,,,,0,,,0,,0,400070
12008725,1,4,,60,M,M,GRAD,0,,,174899.3393,,174899.3348,411005
12008726,1,4,,42,F,M,POSTGRAD,0,,,428849.0186,,428849.0231,500034
12008847,1,4,,36,M,M,UG,0,,,60051.832,,60051.832,622001
12008856,1,4,,30,M,M,UG,0,,,44288.2261,,44288.2261,628002
12008857,1,5,,45,M,M,UG,0,,,49936.1009,,49936.1009,627005
12008858,1,4,,36,M,M,GRAD,0,,,191415.2145,,191415.2145,530016
12009307,1,4,,44,M,M,UG,5,,,45038.874,,45038.874,622001
12008729,1,5,,49,M,M,UG,0,,,130117.307,,130117.307,524001
12008859,1,5,,57,M,M,UG,0,,,53711.85984,0,53711.85984,391440
12008849,1,4,,38,M,M,UG,0,,,41529.71517,,41529.71968,395002
12008730,1,5,,32,M,M,UG,0,,,35693.30765,,35693.30765,380015
12008731,1,5,,37,M,M,UG,0,,,52545.353,,52545.353,380015
12008732,1,5,,51,F,M,GRAD,0,,,240833.3683,0,240833.3683,400070
12009011,1,4,,36,M,M,UG,0,,,32791.30286,,32791.30286,395002
12008733,1,4,,52,M,M,UG,1,,,823265.2025,,823265.2025,380015
12009003,1,4,,36,M,M,UG,3,,,87861.8354,,87861.8354,632007
12008736,1,5,,53,M,M,UG,0,,,50137.27454,,50137.27454,380015
12008860,1,5,,35,M,M,UG,0,,OTH,30115.99375,0,30115.99375,500034
12009310,1,5,,49,M,M,UG,0,,,25166.2215,,25166.2215,628002
12008737,1,5,,33,M,M,POSTGRAD,1,,,96802.05189,7,96802.05189,110001
12008738,1,4,,34,F,M,UG,0,,,65306.3673,,65306.3673,524001
12008861,1,5,,31,M,M,POSTGRAD,0,,,22204.16488,,22204.16488,641002
12008741,1,5,,60,M,M,UG,0,,,85227.06127,,85227.06127,380015
12009013,1,5,,36,M,M,UG,0,,,34974.18696,9,34974.18696,530016
12009014,1,4,,53,M,M,GRAD,2,,,2794773.723,,2794773.728,110001
12008743,1,4,,48,M,M,UG,4,,,90077.748,,90077.748,620017
12009015,1,5,,31,M,S,UG,0,,,69806.50146,3,69806.50146,500034
12008866,1,4,,51,M,M,UG,0,,,90077.748,,90077.748,600017
12008867,1,5,,36,M,M,GRAD,0,,OTH,134344.956,14,134344.956,380015
12008721,1,5,,35,M,M,UG,0,,,120057.1238,,0,560095
12008868,1,4,,37,M,M,UG,2,,,93080.3396,,93080.3396,639001
12008869,2,8,,,,,,0,,MD,0,,0,411005
12008870,1,4,,35,M,M,GRAD,2,,,187833.1227,,187833.1227,110001
12008745,1,5,,45,M,M,POSTGRAD,0,,,182488.5097,0,182488.5097,500034
12008871,1,5,,40,M,M,UG,0,,,38301.05845,,38301.05845,533101
12008872,1,4,,44,M,M,POSTGRAD,2,,,322589.5538,,322589.5583,110001
12008873,1,4,,41,M,M,OTHERS,0,,,131738.7065,,131738.7065,625010
12009017,1,5,,44,M,M,UG,4,,,31246.46949,0,31246.46949,620017
12009016,1,5,,25,M,S,UG,0,,,30776.5639,,30776.5639,637001
12008746,1,4,,39,M,M,UG,0,,,37532.395,,37532.395,380015
12009311,1,5,,38,M,M,UG,4,,,23741.49178,0,23741.49178,621212
12008876,1,4,,38,M,M,OTHERS,0,,,128210.6613,,128210.6613,625010
12009018,1,5,,56,M,M,UG,1,,,64180.39545,31,64180.39545,603001
12008875,1,4,,27,M,M,UG,1,,,76265.82664,,76265.82664,621212
12009008,1,4,,38,M,M,null,0,,,134365.9741,,134365.9741,0
12009012,1,4,,44,M,M,UG,0,,,78067.3816,,78067.3816,0
12008878,1,4,,29,M,M,GRAD,0,,,75064.79,,75064.79,641002
12008752,1,4,,40,M,M,GRAD,1,,,799763.5427,,799763.5427,380015
12008853,1,5,,34,M,M,null,0,,,24918.50769,,24918.50769,0
12009019,1,4,,31,M,M,GRAD,0,,,102751.1917,,102751.1872,400070
12008879,1,4,,29,M,M,POSTGRAD,0,,,87825.8043,,87825.8043,524001
12008749,1,4,,38,M,M,GRAD,0,,,85573.8606,,85573.8606,627005
12009020,1,5,,31,M,S,OTHERS,0,,,79558.16833,,79558.16833,625010
12008880,1,4,,53,M,M,GRAD,0,,,2816427.663,,2816427.667,400070
12009022,1,5,,46,F,M,POSTGRAD,0,,,73080.07695,,73080.07695,637001
12008756,1,4,,42,M,M,GRAD,3,,,74770.41592,,74770.41142,380015
12009023,1,4,,41,M,M,GRAD,0,,,404942.2642,,404942.2642,400070
12009009,1,5,,33,M,M,null,0,,,18015.5496,,18015.5496,0
12008881,1,4,,36,M,M,OTHERS,0,,,135116.622,,135116.622,624003
12009024,1,5,,41,M,M,POSTGRAD,3,,OTH,19141.52145,13,19141.52145,631501
12008882,1,5,,55,M,M,GRAD,2,,,90047.72208,0,90047.72208,533101
12008884,1,4,,34,F,M,UG,0,,,15012.958,,15012.958,613009
12008883,1,4,,37,M,M,GRAD,0,,,236454.0885,,236454.0885,605005
12009025,1,4,,37,M,M,GRAD,0,,,129750.9908,,129750.9908,517501
12008886,1,4,,47,F,M,GRAD,0,,,4145714.373,,4145714.378,500034
12008764,1,4,,29,M,M,POSTGRAD,0,,,88576.4522,,88576.4522,641002
12009312,1,5,,48,M,M,,0,,,68038.72566,,68038.72566,506009
12008888,1,4,,61,M,M,UG,0,,,96450.74867,,96450.74867,411005
12008889,1,5,,48,M,M,UG,0,,,68989.0459,0,68989.0459,533101
12008890,1,4,,74,M,M,UG,2,,,154077.988,,154077.988,110001
12009026,1,4,,33,M,M,UG,0,,,67558.311,,67558.311,641002
12009027,1,4,,50,M,M,PRF,0,,,410980.9713,,410980.9758,110001
12008891,1,4,,41,M,M,UG,0,,,97917.51467,,97917.51467,613009
12009028,1,5,,55,M,M,OTHERS,0,,,56669.41256,,56669.41256,625010
12009029,1,4,,53,M,M,UG,4,,,3266.939764,,3266.944268,380015
12009030,1,5,,28,F,S,POSTGRAD,0,,,76477.50935,3,76477.50935,524001
12009031,1,5,,54,M,M,UG,0,,,48118.03169,,48118.03169,627005
12009032,1,5,,51,M,M,POSTGRAD,0,,,184847.0454,0,184847.0454,110001
12008893,1,4,,53,M,M,UG,2,,,82847.9428,,82847.94581,380015
12009033,1,4,,39,F,M,GRAD,2,,,1004944.769,,1004944.764,391440
12008894,1,4,,50,F,M,UG,0,,,48041.4656,,48041.4656,524001
12009034,1,5,,44,M,M,GRAD,0,,,56852.57065,0,56852.57065,500034
12009035,1,5,,57,M,M,UG,0,,AST,65473.01113,0,65473.01113,518002
12009036,1,4,,48,M,M,UG,0,,,122221.9924,,122221.9924,500034
12009038,1,4,,30,M,S,GRAD,0,,,125283.1345,,125283.1345,530016
12009039,1,4,,48,M,M,UG,0,,,69810.2547,,69810.2547,500034
12009041,1,4,,32,F,M,UG,0,,,55097.55586,,55097.55586,500034
12008898,1,4,,60,M,M,UG,0,,,92250.12302,,92250.12302,380015
12009042,1,4,,24,M,M,UG,0,,,65606.62646,,65606.62646,500034
12008897,1,4,,41,M,M,UG,3,,,179578.8183,,179578.8108,380015
12009313,1,4,,35,M,M,GRAD,0,,,105090.706,,105090.706,400070
12009040,1,4,,43,M,M,UG,2,,,128708.461,,128708.4655,380015
12009314,1,4,,45,M,M,UG,0,,,62737.53008,,62737.52558,400070
12008900,1,4,,39,M,M,UG,0,,,121602.4076,,121602.4076,500034
12009043,1,5,,45,M,M,null,0,,,26599.95898,,26599.95898,637001
12008901,1,4,,32,M,M,UG,0,,,88576.4522,,88576.4522,524001
12008902,1,4,,60,M,M,UG,0,,,92970.48979,,92970.49429,560095
12008903,1,4,,35,M,M,GRAD,0,,,81069.9732,,81069.9732,641002
12009315,1,4,,55,M,M,UG,0,,,57831.16029,,57831.1648,400070
12009044,1,4,,47,F,M,null,0,,,38253.01698,,38253.01698,0
12009045,1,4,,44,M,M,UG,0,,,73921.11787,,73921.11487,400070
12009046,1,4,,37,M,M,UG,0,,,82637.32602,,82637.32602,524001
12008906,1,5,,47,M,M,UG,0,,,52545.353,,52545.353,380015
12008907,1,4,,49,M,M,UG,0,,,65605.12516,,65605.12516,500034
12009047,1,4,,56,F,M,OTHERS,0,,,132114.0304,,132114.0304,625010
12008908,1,4,,37,M,M,GRAD,0,,,40721.14728,,40721.14728,380015
12009048,1,4,,48,M,M,GRAD,0,,,115599.7766,,115599.7766,560095
12009049,1,4,,56,M,M,UG,3,,,60051.832,,60051.832,639001
12009050,1,4,,38,F,M,GRAD,2,,,98609.61203,,98609.61203,635109
12009316,1,6,,51,M,M,PRF,3,,,1562699.549,,1562699.549,600017
12008905,1,4,,38,M,M,UG,2,,,62692.86653,,62692.86203,380015
12009051,1,5,,52,M,M,UG,0,,,51839.74397,,51839.74397,641002
12009052,1,4,,57,M,M,OTHERS,3,,,105090.706,,105090.706,624003
12008909,1,4,,48,F,M,UG,0,,,45038.874,,45038.874,641002
12009053,1,4,,54,M,M,UG,0,,,64843.96819,,64843.96819,500034
12008910,1,4,,43,M,M,UG,0,,,46193.37047,,46193.37047,628002
12008912,1,5,,30,F,S,GRAD,0,,,151139.9521,0,151139.9521,500034
12008914,1,5,,52,F,M,UG,0,,,50916.44706,,50916.44706,628002
12008915,1,4,,51,M,M,GRAD,1,,,520682.4119,,520682.4119,391440
12008917,1,6,,45,M,M,DOCTRATE,0,,,127419.8538,,127419.8538,500034
12009318,1,5,,57,M,M,UG,0,,,52940.1938,0,52940.1938,517501
12009054,1,5,,31,M,M,GRAD,0,,OTH,69996.41538,0,69996.41538,530016
12008918,1,5,,41,F,M,GRAD,0,,,77127.57043,14,77127.57043,533101
12009056,1,4,,44,M,M,UG,0,,,84171.65032,,84171.65032,530016
12009058,1,4,,40,M,M,UG,3,,,78067.3816,,78067.3816,603001
12009606,1,4,,55,M,M,null,0,,,197845.2644,,197845.2644,506009
12009059,1,4,,44,M,M,UG,3,,,90077.748,,90077.748,620017
12008841,1,4,,25,M,M,OTHERS,0,,,162139.9464,,162139.9464,627005
12009060,1,4,,44,M,M,GRAD,0,,,68666.01208,,68666.01658,500034
12009055,1,5,,45,M,M,null,0,,,52910.16788,,52910.16788,506009
12009061,1,4,,46,M,M,UG,2,,,107042.3905,,107042.3905,520003
12009319,1,4,,37,M,M,UG,3,,,69076.12105,,69076.12105,641601
12009062,1,4,,43,M,M,UG,4,,,72062.1984,,72062.1984,620017
12009607,1,4,,48,M,M,null,0,,,58121.1656,,58121.1656,625010
12009064,1,4,,53,M,M,UG,4,,,55210.15305,,55210.15305,631501
12009063,1,4,,45,M,M,UG,0,,,67558.311,,67558.311,605005
12008863,1,5,,52,F,M,GRAD,2,,,80052.09465,,80052.09465,639001
12008920,1,4,,26,M,M,GRAD,0,,,43357.4227,,43357.4227,641002
12008921,1,5,,48,M,M,GRAD,0,,,46768.36676,0,46768.36676,500034
12008916,1,4,,48,M,M,UG,0,,,184952.5114,,184952.5114,380015
12009066,1,5,,30,F,M,GRAD,0,,,110408.2957,7,110408.2957,533101
12008922,1,4,,49,M,M,UG,0,,,112597.185,,112597.185,560095
12009320,1,4,,30,M,M,UG,1,,,41435.76408,,41435.76408,520003
12009068,1,4,,45,M,M,GRAD,0,,,59945.73543,,59945.73993,411005
12008924,1,4,,29,M,M,UG,0,,,56628.87758,,56628.87758,380015
12008926,1,5,,35,M,M,UG,0,,,57700.80278,,57700.80278,360001
12008927,1,4,,38,M,M,UG,2,,,40063.57972,,40063.57972,391440
12009069,1,4,,57,M,M,GRAD,0,,,117025.7524,,117025.7569,400070
12008928,1,5,,29,M,S,UG,2,,OTH,28562.1526,4,28562.1526,631501
12008929,1,4,,28,M,M,UG,0,,,39258.88517,,39258.88517,360001
12008930,1,5,,34,F,M,GRAD,0,,,78627.36493,,78627.36493,360001
12009067,1,4,,34,M,M,UG,2,,,135116.622,,135116.622,620017
12008932,1,4,,53,F,M,UG,0,,,1.5012958,,1.5012958,628002
12009065,1,5,,38,F,M,null,0,,,41760.04397,,41760.04397,506009
12008931,1,5,,37,M,M,GRAD,0,,,83517.08535,2,83517.08535,500034
12009070,1,4,,49,M,M,GRAD,0,,,118827.5626,,118827.5626,530016
12008934,1,4,,29,M,M,UG,0,,,202674.933,,202674.933,600017
12009071,1,4,,55,M,M,GRAD,0,,,94581.6354,,94581.6354,605005
12009072,1,4,,57,M,M,UG,3,,,30025.916,,30025.916,639001
12009073,1,4,,24,M,M,UG,0,,,111095.8892,,111095.8892,380015
12008936,1,4,,51,M,M,UG,2,,,45038.874,,45038.874,639001
12009074,1,4,,39,M,M,UG,0,,,115599.7766,,115599.7766,600017
12009321,4,8,,,,,,0,,,0,,0,400070
12009322,1,4,,56,M,M,UG,1,,,49542.7614,,49542.7614,639001
12009075,1,4,,52,F,M,UG,0,,,1.5012958,,1.5012958,606601
12009608,1,4,,44,M,M,POSTGRAD,0,,,159415.0945,,159415.0945,530016
12009077,1,4,,31,M,M,UG,0,,,75201.40792,,75201.40792,500034
12008940,1,4,,42,M,M,UG,2,,,81436.28938,,81436.28938,380015
12009323,4,8,,,,,,0,,,0,,0,400070
12008941,1,5,,50,M,M,PRF,0,,,131533.0289,,131533.0289,570009
12009078,1,5,,31,M,M,GRAD,0,,,28680.75496,,28680.75496,380015
12008942,1,5,,54,M,M,UG,0,,,59328.20742,0,59328.20742,500034
12009609,1,5,,25,F,S,POSTGRAD,0,,OTH,63297.63352,3,63297.63352,500034
12008943,1,4,,51,M,M,GRAD,0,,,63979.22181,,63979.22181,627005
12009324,1,5,,52,F,M,GRAD,2,,,83805.33415,,83805.33415,639001
12009079,1,5,,47,M,M,UG,0,,,43537.5782,,43537.5782,380015
12009080,1,4,,37,M,M,UG,0,,,75064.79,,75064.79,560095
12009081,1,4,,39,M,M,UG,0,,,93830.9875,,93830.9875,524001
12008945,1,4,,48,M,M,UG,0,,,99085.5228,,99085.5228,641002
12008947,1,5,,54,M,M,UG,0,,,67448.71641,0,67448.71641,411005
12009326,1,4,,47,F,M,UG,0,,,1.5012958,2,1.5012958,602001
12008946,1,4,,42,M,M,UG,2,,,52545.353,,52545.353,641601
12009082,1,4,,35,M,M,UG,0,,,452838.4794,,452838.4794,400070
12009083,1,4,,51,M,M,OTHERS,0,,,109369.399,,109369.399,518002
12008948,1,4,,50,M,M,UG,0,,,168052.1694,,168052.1739,500034
12009327,1,5,,27,M,S,GRAD,0,,,26422.80608,,26422.80608,641002
12009085,1,5,,50,F,M,UG,0,,,63922.17257,,63922.17257,637001
12009084,1,4,,34,M,M,UG,0,,,67558.311,,67558.311,605005
12008949,1,4,,35,M,M,UG,0,,,191940.668,,191940.668,518002
12009086,1,6,,56,M,M,UG,0,,,43585.61967,,43585.61967,518002
12009087,1,5,,35,F,M,GRAD,0,,,56199.50698,0,56199.50698,500034
12008950,1,4,,32,M,M,UG,0,,,101337.4665,,101337.4665,605005
12009089,1,4,,49,M,M,UG,0,,,76731.85888,,76731.85438,400070
12009088,1,5,,36,M,M,null,3,,,68361.50425,,68361.50425,624003
12009091,1,4,,40,F,S,UG,0,,,39048.70376,,39048.70376,500034
12009610,1,4,,56,M,M,UG,0,,,126048.7954,,126048.7954,533101
12009090,1,4,,58,M,M,UG,4,,,48792.1135,,48792.1135,631501
12009092,1,4,,41,M,M,GRAD,0,,,188319.2873,,188319.2918,400070
12009328,1,4,,35,M,M,GRAD,0,,,0,,0,533101
12009093,1,4,,56,M,M,UG,2,,,48041.4656,,48041.4656,641601
12009094,1,4,,58,M,M,UG,2,,,59901.70242,,59901.70242,641601
12009095,1,4,,53,M,M,UG,3,,,73038.04067,,73038.04067,641601
12008951,2,4,,43,M,M,null,0,,,134134.7745,,134134.7745,506009
12009329,1,4,,44,M,M,UG,3,,,90077.748,,90077.748,620017
12008952,1,4,,29,M,M,OTHERS,0,,,65036.13406,,65036.13406,625010
